SiteNumber,Type,LocationID,EffectiveDate,Region,DistrictOffice,State,StateName,County,CountyState,City,FacilityName,Ownership,Use,Owner,OwnerAddress,OwnerCSZ,OwnerPhone,Manager,ManagerAddress,ManagerCSZ,ManagerPhone,ARPLatitude,ARPLatitudeS,ARPLongitude,ARPLongitudeS,ARPMethod,ARPElevation,ARPElevationMethod,MagneticVariation,MagneticVariationYear,TrafficPatternAltitude,ChartName,DistanceFromCBD,DirectionFromCBD,LandAreaCoveredByAirport,BoundaryARTCCID,BoundaryARTCCComputerID,BoundaryARTCCName,ResponsibleARTCCID,ResponsibleARTCCComputerID,ResponsibleARTCCName,TieInFSS,TieInFSSID,TieInFSSName,AirportToFSSPhoneNumber,TieInFSSTollFreeNumber,AlternateFSSID,AlternateFSSName,AlternateFSSTollFreeNumber,NOTAMFacilityID,NOTAMService,ActiviationDate,AirportStatusCode,CertificationTypeDate,FederalAgreements,AirspaceDetermination,CustomsAirportOfEntry,CustomsLandingRights,MilitaryJointUse,MilitaryLandingRights,InspectionMethod,InspectionGroup,LastInspectionDate,LastOwnerInformationDate,FuelTypes,AirframeRepair,PowerPlantRepair,BottledOxygenType,BulkOxygenType,LightingSchedule,BeaconSchedule,ATCT,UNICOMFrequencies,CTAFFrequency,SegmentedCircle,BeaconColor,NonCommercialLandingFee,MedicalUse,SingleEngineGA,MultiEngineGA,JetEngineGA,HelicoptersGA,GlidersOperational,MilitaryOperational,Ultralights,OperationsCommercial,OperationsCommuter,OperationsAirTaxi,OperationsGALocal,OperationsGAItin,OperationsMilitary,OperationsDate,AirportPositionSource,AirportPositionSourceDate,AirportElevationSource,AirportElevationSourceDate,ContractFuelAvailable,TransientStorage,OtherServices,WindIndicator
09362.*A,AIRPORT,MVY,9/20/12,ANE,NONE,MA,MASSACHUSETTS,DUKES,MA,VINEYARD HAVEN,MARTHAS VINEYARD,PU,PU,COUNTY OF DUKES COUNTY,"71 AIRPORT ROAD, 71 AIRPORT RAOD","VINEYARD HAVEN, MA 02568",5086937022,SEAN FLYNN,"71 AIRPORT ROAD, 71 AIRPORT ROAD","VINEYARD HAVEN, MA 02568",    508-693-7022,41-23-36.3194N,149016.3194N,070-36-49.9829W,254209.9829W,E,67,S,15W,1980,1000,NEW YORK,3,S,688,ZBW,ZCB,BOSTON,,,,N,BDR,BRIDGEPORT,,1-800-WX-BRIEF,,,,MVY,Y,7/1/74,O,I A S 05/1973,NGPY,NOT ANALYZED,N,N,N,Y,F,F,4302012,,100LLA,,,NONE,NONE,SEE RMK,SEE RMK,Y,122.95,121.4,Y,CG,Y,,62,15,,1,,,,525,,18224,1617,19136,358,12/31/11,FAA-EST,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,CHTR,INSTR",Y-L
09398.*A,AIRPORT,BAF,9/20/12,ANE,NONE,MA,MASSACHUSETTS,HAMPDEN,MA,WESTFIELD/SPRINGFIELD,BARNES MUNI,PU,PU,CITY OF WESTFIELD,"CITY HALL, 59 COURT ST","WESTFIELD, MA 01085",    413-572-6201,BRIAN BARNES,110 AIRPORT RD,"WESTFIELD, MA 01085",    413-572-6294,42-09-28.6000N,151768.6000N,072-42-57.1000W,261777.1000W,E,270,S,14W,1980,,NEW YORK,3,N,1200,ZBW,ZCB,BOSTON,,,,N,BTV,BURLINGTON,,1-800-WX-BRIEF,,,,BAF,Y,4/1/40,O,IV A U 12/1974,NGY3,NOT ANALYZED,N,Y,Y,Y,F,F,7072011,,100LLA,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,Y,,118.9,Y,CG,Y,,102,8,15,0,0,18,0,5,,780,24219,26436,5591,5/31/10,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,CHTR,INSTR,RNTL,SALES",Y-L
09462.*A,AIRPORT,ORH,9/20/12,ANE,NONE,MA,MASSACHUSETTS,WORCESTER,MA,WORCESTER,WORCESTER RGNL,PU,PU,MASS PORT AUTHORITY,"375 AIRPORT DR, 375 AIRPORT DRIVE","WORCESTER, MA 01602",    508-799-1350,ANDREW B DAVIS,"WORCESTER REGIONAL AIRPORT, 5 AIRPORT DRIVE","WORCESTER, MA 01602",    508-799-1350,42-16-01.7000N,152161.7000N,071-52-32.2000W,258752.2000W,E,1009,S,15W,1995,,NEW YORK,3,W,1000,ZBW,ZCB,BOSTON,,,,N,BDR,BRIDGEPORT,,1-800-WX-BRIEF,,,,ORH,Y,2/1/46,O,I B S 05/1973,NGY,NOT ANALYZED,N,Y,N,Y,F,F,6132012,,100LLA,MAJOR,MAJOR,NONE,,SEE RMK,SS-SR,Y,122.95,120.5,Y,CG,Y,,57,4,0,0,,,,686,,1240,19156,26414,415,5/31/12,3RD PARTY SURVEY,00:00.0,ADAM,00:00.0,,"HGR,TIE","AVNCS,CARGO,CHTR,INSTR,RNTL",Y
08456.*A,AIRPORT,BWI,9/20/12,AEA,DCA,MD,MARYLAND,ANNE ARUNDEL,MD,BALTIMORE,BALTIMORE/WASHINGTON INTL THURGOOD MARSHAL,PU,PU,STATE OF MARYLAND,PO BOX 8766,"BWI AIRPORT, MD 21240-0766",    410-859-7100,JOHN STEWART,PO BOX 8766,"BWI AIRPORT, MD 21240-0766",    410-859-7018,39-10-31.3000N,141031.3000N,076-40-06.0000W,276006.0000W,E,146,S,11W,2000,,WASHINGTON,9,S,3160,ZDC,ZCW,WASHINGTON,,,,N,DCA,LEESBURG,703-723-4588,1-800-WX-BRIEF,,,,BWI,Y,1/1/50,O,I D S 05/1973,NGHY,NO OBJECTION,N,Y,N,Y,1,F,3202012,,100LLA,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,,SS-SR,Y,122.95,,N,CG,Y,,48,9,11,0,,,,218737,,39738,180,16709,769,12/31/11,NGS,,NGS,,,"HGR,TIE","AFRT,CARGO,CHTR,INSTR,RNTL,SALES",Y-L
08452.*A,AIRPORT,MTN,9/20/12,AEA,DCA,MD,MARYLAND,BALTIMORE,MD,BALTIMORE,MARTIN STATE,PU,PU,MAA,BOX 1 701 WILSON PT RD,"BALTIMORE, MD 21220",    410-682-8800,"ALFRED POLLARD, A.A.E.","BOX 1, 701 WILSON POINT RD","BALTIMORE, MD 21220",    410-682-8800,39-19-32.4000N,141572.4000N,076-24-49.6000W,275089.6000W,E,22,S,11W,2000,,WASHINGTON,9,E,747,ZDC,ZCW,WASHINGTON,,,,N,DCA,LEESBURG,703-723-4588,1-800-WX-BRIEF,,,,MTN,Y,4/1/40,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,10072011,10222002,100LLA    A+,MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,121.3,N,CG,N,,149,26,15,7,,24,,,,1741,23084,45120,4603,6/30/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AMB,AVNCS,CHTR,INSTR,RNTL",Y-L
08525.*A,AIRPORT,ESN,9/20/12,AEA,DCA,MD,MARYLAND,TALBOT,MD,EASTON,EASTON/NEWNAM FIELD,PU,PU,TALBOT CO,"TALBOT COUNTY COURT HOUSE, 11 NORTH WASHINGTON STREET","EASTON, MD 21601",    410-770-8082,MIKE HENRY,"29137 AIRPORT RD, UNIT 1","EASTON, MD 21601",    410-770-8055,38-48-15.0000N,139695.0000N,076-04-08.4000W,273848.4000W,E,72,S,10W,1985,,WASHINGTON,2,N,615,ZDC,ZCW,WASHINGTON,,,,N,DCA,LEESBURG,703-723-4588,1-800-WX-BRIEF,,,,ESN,Y,2/1/44,O,,NGY3,NOT ANALYZED,N,N,N,Y,S,S,7122012,,100LLA,MAJOR,MAJOR,LOW,NONE,SEE RMK,SS-SR,Y,122.95,118.525,Y,CG,N,,101,15,17,3,,,,,,1171,26482,20395,1641,5/29/12,NGS,00:00.0,NGS,00:00.0,,TIE,"AVNCS,CHTR,INSTR,RNTL,SALES",Y-L
08556.*A,AIRPORT,FDK,9/20/12,AEA,DCA,MD,MARYLAND,FREDERICK,MD,FREDERICK,FREDERICK MUNI,PU,PU,CITY OF FREDERICK,101 N COURT ST,"FREDERICK, MD 21701",    301-600-1380,KEVIN DAUGHERTY,111 AIRPORT DRIVE EAST,"FREDERICK, MD 21701",    301-600-2201,39-25-03.2000N,141903.2000N,077-22-27.5000W,278547.5000W,E,306,S,08W,1980,,WASHINGTON,0,E,616,ZDC,ZCW,WASHINGTON,,,,N,DCA,LEESBURG,703-723-4588,1-800-WX-BRIEF,,,,FDK,Y,12/1/03,O,,NGY,NOT ANALYZED,N,N,N,Y,S,S,5082012,,100LLA,MAJOR,MAJOR,HIGH/LOW,NONE,SEE RMK,SS-SR,Y,122.725,132.4,Y,CG,N,,159,18,5,13,33,,0,,,4120,83712,29347,2000,5/8/12,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AVNCS,CHTR,GLD,INSTR,RNTL,SALES,TOW",Y-L
08569.*A,AIRPORT,HGR,9/20/12,AEA,DCA,MD,MARYLAND,WASHINGTON,MD,HAGERSTOWN,HAGERSTOWN RGNL-RICHARD A HENSON FLD,PU,PU,WASHINGTON COUNTY,100 WEST WASHINGTON ST,"HAGERSTOWN, MD 21740",    240-313-2200,PHIL RIDENOUR,18434 SHOWALTER RD,"HAGERSTOWN, MD 21742",    240-313-2777,39-42-30.6000N,142950.6000N,077-43-35.4000W,279815.4000W,E,703,S,08W,1980,,WASHINGTON,4,N,693,ZDC,ZCW,WASHINGTON,,,,N,DCA,LEESBURG,703-723-4588,1-800-WX-BRIEF,,,,HGR,Y,4/1/40,O,I B S 01/1975,NGHY3,NOT ANALYZED,N,N,Y,Y,F,F,3142012,,100LLA    A1,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,120.3,N,CG,Y,,120,27,7,4,,,3,46,,4609,17904,20829,7962,2/29/12,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,PAJA,RNTL,SALES,SURV",Y-L
08610.*A,AIRPORT,OXB,9/20/12,AEA,DCA,MD,MARYLAND,WORCESTER,MD,OCEAN CITY,OCEAN CITY MUNI,PU,PU,MAYOR & CITY COUNCIL,"CITY HALL, PO BOX 158","OCEAN CITY, MD 21842",    410-213-2471,JAIME GIANDOMENICO,12724 AIRPORT RD,"BERLIN, MD 21811",    410-520-5412,38-18-37.6000N,137917.6000N,075-07-26.3000W,270446.3000W,E,11,S,12W,2000,,WASHINGTON,2,SW,578,ZDC,ZCW,WASHINGTON,,,,N,DCA,LEESBURG,703-723-4588,1-800-WX-BRIEF,,,,OXB,Y,10/1/60,O,,NG,NO OBJECTION,N,N,N,Y,S,S,6012011,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,123.05,123.05,Y,CG,N,,39,3,0,2,,,0,,,,7400,29600,,6/1/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,TIE,"CHTR,INSTR,PAJA,RNTL",Y-L
08645.*A,AIRPORT,SBY,9/20/12,AEA,DCA,MD,MARYLAND,WICOMICO,MD,SALISBURY,SALISBURY-OCEAN CITY WICOMICO RGNL,PU,PU,WICOMICO COUNTY,PO BOX 870,"SALISBURY, MD 21803",    410-548-4801,ROBERT L BRYANT,5485 ARPT TERMINAL RD UNITA,"SALISBURY, MD 21804",    410-548-4827,38-20-24.6813N,138024.6813N,075-30-34.1266W,271834.1266W,E,53,E,12W,2000,1000,WASHINGTON,4,SE,1081,ZDC,ZCW,WASHINGTON,,,,N,DCA,LEESBURG,703-723-4588,1-800-WX-BRIEF,,,,SBY,Y,2/1/44,O,I B S 05/1975,NGSYH3,NOT ANALYZED,N,N,N,Y,F,F,4172012,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,119.425,N,CG,N,,58,58,3,2,,,2,0,,6579,13872,14384,12840,12/31/11,3RD PARTY SURVEY,00:00.0,FAA,00:00.0,,"HGR,TIE","AFRT,CARGO,CHTR,INSTR,RNTL,SALES",Y-L
07816.*A,AIRPORT,LEW,9/20/12,ANE,NONE,ME,MAINE,ANDROSCOGGIN,ME,AUBURN/LEWISTON,AUBURN/LEWISTON MUNI,PU,PU,CITIES  OF AUBURN & LEWISTON,80 AIRPORT DR,"AUBURN, ME 04210",    207-786-0631,RICK CLOUTIER,80 AIRPORT DR,"AUBRUN, ME 04210",    207-786-0631,44-02-54.5020N,158574.5020N,070-17-00.6270W,253020.6270W,E,288,S,17W,1995,,MONTREAL,4,SW,555,ZBW,ZCB,BOSTON,,,,N,BGR,BANGOR,,1-800-WX-BRIEF,,,,LEW,Y,4/1/40,O,,NGPRY3,,,,,,S,C,8102011,,100LLA1+,MAJOR,MAJOR,,,,SEE RMK,N,122.8,122.8,Y,CG,Y,,90,16,3,4,,,8,,,22380,20480,21540,100,12/31/10,NGS,,,,,"HGR,TIE","AMB,CHTR,INSTR,RNTL",Y-L
07825.*A,AIRPORT,BGR,9/20/12,ANE,NONE,ME,MAINE,PENOBSCOT,ME,BANGOR,BANGOR INTL,PU,PU,CITY OF BANGOR,73 HARLOW STREET,"BANGOR, ME 04401",    207-992-4200,REBECCA HUPP,BANGOR INTERNATIONAL ARPT,"BANGOR, ME 04401",    207-992-4600,44-48-26.8000N,161306.8000N,068-49-41.3000W,247781.3000W,E,192,S,19W,1985,,HALIFAX,3,W,2079,ZBW,ZCB,BOSTON,,,,N,BGR,BANGOR,,1-800-WX-BRIEF,,,,BGR,Y,4/1/40,O,I E S 05/1973,NGPY,NO OBJECTION,N,Y,Y,Y,F,F,6222012,,100LLA,MAJOR,MAJOR,LOW,LOW,,SS-SR,Y,122.95,,N,CG,Y,,32,2,0,2,,29,,15994,,,7097,14089,12859,5/31/12,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,CARGO,CHTR,INSTR,SALES",Y-L
07885.*A,AIRPORT,BXM,9/20/12,ANE,NONE,ME,MAINE,CUMBERLAND,ME,BRUNSWICK,BRUNSWICK EXECUTIVE,PU,PU,MIDCOAST RGNL REDEVELOPMENT AUTH,#4 ADMIRAL FITCH AVE,"BRUNSWICK, ME 04011",    207-725-9701,MARTIN MCMAHON,#4 ADMIRAL FITCH AVE,"BRUNSWICK, ME 04011",    207-725-9701,43-53-32.5000N,158012.5000N,069-56-19.8000W,251779.8000W,E,75,S,18W,1985,,NEW YORK,2,SE,720,ZBW,ZCB,BOSTON,,,,N,BGR,BANGOR,,1-800-WX-BRIEF,,,,BGR,Y,4/1/40,O,,,,,,,N,S,C,8122011,8131976,100LLA,NONE,NONE,NONE,NONE,,SS-SR,N,122.725,,Y,CG,,,14,,,,,,,,,,,,,8/12/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,Y,"HGR,TIE","INSTR,RNTL",Y-L
07979.5*A,AIRPORT,FVE,9/20/12,ANE,NONE,ME,MAINE,AROOSTOOK,ME,FRENCHVILLE,NORTHERN AROOSTOOK RGNL,PU,PU,N AROOSTOOK RGNL APT AUTH,74 AIRPORT AVE,"FRENCHVILLE, ME 04745",    207-543-6300,DAVID FERNALD,74 AIRPORT AVE,"FRENCHVILLE, ME 04745",    207-543-6300,47-17-07.8000N,170227.8000N,068-18-45.8000W,245925.8000W,E,987,S,18W,2010,1000,HALIFAX,3,E,533,ZBW,ZCB,BOSTON,,,,N,BGR,BANGOR,,1-800-WX-BRIEF,,,,FVE,Y,6/1/72,O,,NGY,NO OBJECTION,N,Y,N,Y,S,C,8132009,,100LLA,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,122.7,122.7,Y,CG,Y,,5,0,0,0,,,,,,570,620,210,,8/13/09,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","CHTR,INSTR,RNTL",Y-L
07980.1*A,AIRPORT,IZG,9/20/12,ANE,NONE,ME,MAINE,OXFORD,ME,FRYEBURG,EASTERN SLOPES RGNL,PU,PU,EASTERN SLOPE REGIONAL APT AUTH,BOX 334,"FRYEBURG, ME 04037",    207-935-3341,DAVID CULLINAN,EASTERN SLOPE AIRPORT,"FRYEBURG, ME 04037",    207-890-7636,43-59-28.1000N,158368.1000N,070-56-52.4000W,255412.4000W,E,455,S,17W,1995,,NEW YORK,3,SE,533,ZBW,ZCB,BOSTON,,,,N,BGR,BANGOR,,1-800-WX-BRIEF,,,,IZG,Y,10/1/61,O,,NGY,NO OBJECTION,N,N,N,Y,S,C,8132010,,100LL,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,40,2,0,0,,,,,,330,20000,13200,50,8/12/10,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","CHTR,INSTR,RNTL,SALES",Y-L
08038.*A,AIRPORT,HUL,9/20/12,ANE,NONE,ME,MAINE,AROOSTOOK,ME,HOULTON,HOULTON INTL,PU,PU,TOWN OF HOULTON,21 WATER STREET,"HOULTON, ME 04730",    207-532-7111,DOUG HAZLETT,21 WATER ST.,"HOULTON, ME 04730",    207-532-7111,46-07-28.5900N,166048.5900N,067-47-32.5000W,244052.5000W,E,490,E,18W,2010,,HALIFAX,2,E,1615,ZBW,ZCB,BOSTON,,,,,BGR,BANGOR,,1-800-WX-BRIEF,,,,HUL,Y,4/1/40,O,,NGPRY3,NOT ANALYZED,Y,N,N,Y,S,C,8122009,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,15,4,0,1,,,5,,,,7000,5000,700,8/12/09,FAA,00:00.0,FAA,00:00.0,,"HGR,TIE",,Y-L
08215.*A,AIRPORT,PWM,9/20/12,ANE,NONE,ME,MAINE,CUMBERLAND,ME,PORTLAND,PORTLAND INTL JETPORT,PU,PU,CITY OF PORTLAND,"CITY HALL, 389 CONGRESS ST","PORTLAND, ME 04101",    207-874-8300,PAUL BRADBURY,1001 WESTBROOK ST.,"PORTLAND, ME 04102",    207-756-8029,43-38-46.2000N,157126.2000N,070-18-33.4000W,253113.4000W,E,76,S,17W,1995,1000,NEW YORK,2,W,636,ZBW,ZCB,BOSTON,,,,N,BGR,BANGOR,,1-800-WX-BRIEF,,,,PWM,Y,4/1/40,O,I C S 05/1973,NGY3,NOT ANALYZED,N,Y,N,Y,F,F,8252010,,100LLA,MAJOR,MAJOR,HIGH,HIGH,SEE RMK,SS-SR,Y,122.95,120.9,Y,CG,N,,26,4,6,1,,,,18730,,17090,5466,19249,446,8/31/09,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L
08221.*A,AIRPORT,PQI,9/20/12,ANE,NONE,ME,MAINE,AROOSTOOK,ME,PRESQUE ISLE,NORTHERN MAINE RGNL ARPT AT PRESQUE IS,PU,PU,CITY OF PRESQUE ISLE,12 SECOND ST,"PRESQUE ISLE, ME 04769",    207-764-4485,SCOTT WARDWELL,650 AIRPORT DR SUITE 11,"PRESQUE ISLE, ME 04769",    207-764-2550,46-41-20.3000N,168080.3000N,068-02-41.3000W,244961.3000W,E,534,S,20W,1985,,HALIFAX,1,NW,1489,ZBW,ZCB,BOSTON,,,,N,BGR,BANGOR,,1-800-WX-BRIEF,,,,PQI,Y,4/1/40,O,I A S 05/1973,NGPY,NOT ANALYZED,N,Y,N,Y,F,F,9282011,,100LLA,MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,19,5,,,,,,1936,,275,1398,725,30,8/31/11,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AGRI,AMB,CARGO,CHTR,INSTR,RNTL",Y-L
08246.*A,AIRPORT,RKD,9/20/12,ANE,NONE,ME,MAINE,KNOX,ME,ROCKLAND,KNOX COUNTY RGNL,PU,PU,KNOX COUNTY,62 UNION ST,"ROCKLAND, ME 04841",    207-594-0420,JEFF NORTHGRAVES,5 AIRPORT ROAD,"OWLS HEAD, ME 04854",    207-594-4131,44-03-36.2677N,158616.2677N,069-05-57.3242W,248757.3242W,E,55,S,18W,2000,,MONTREAL,3,S,538,ZBW,ZCB,BOSTON,,,,N,BGR,BANGOR,,1-800-WX-BRIEF,,,,RKD,Y,2/1/43,O,,NGPRY3,NOT ANALYZED,N,N,N,Y,S,F,8132010,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,123.05,123.05,Y,CG,N,,75,3,2,1,,,,3000,,10000,15000,27000,125,7/31/10,FAA-EST,00:00.0,FAA,00:00.0,,"HGR,TIE","AFRT,CHTR,INSTR,RNTL",Y-L
08275.*A,AIRPORT,SFM,9/20/12,ANE,NONE,ME,MAINE,YORK,ME,SANFORD,SANFORD RGNL,PU,PU,TOWN OF SANFORD,919 MAIN STREET,"SANFORD, ME 04073",    207-432-0596,DANA H. PARRY,919 MAIN ST,"SANFORD, ME 04073",    207-432-0596,43-23-37.7000N,156217.7000N,070-42-28.8000W,254548.8000W,E,244,S,17W,1990,,NEW YORK,4,SE,1115,ZBW,ZCB,BOSTON,,,,N,BGR,BANGOR,,1-800-WX-BRIEF,,,,SFM,Y,4/1/40,O,,NGPR3Y,NOT ANALYZED,N,N,N,Y,S,C,8202011,,100LLA,MAJOR,MAJOR,HIGH/LOW,NONE,SEE RMK,SS-SR,N,123.075,123.075,Y,CG,N,,76,8,0,2,,,1,,,3800,47200,28050,50,8/20/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","INSTR,RNTL,SALES,SURV",Y-L
09515.1*A,AIRPORT,AMN,9/20/12,AGL,DET,MI,MICHIGAN,GRATIOT,MI,ALMA,GRATIOT COMMUNITY,PU,PU,CITY OF ALMA-CO. OF GRATIOT,"525 E SUPERIOR, P.O. BOX 278","ALMA, MI 48801",    989-463-5430,MICHAEL SCHIFFER,3999 WEST SEAMAN RD,"ALMA, MI 48801",    989-463-5430,43-19-19.7000N,155959.7000N,084-41-16.6000W,304876.6000W,E,754,S,05W,1990,1000,DETROIT,3,SW,631,ZOB,ZCC,CLEVELAND,,,,N,LAN,LANSING,,1-800-WX-BRIEF,,,,AMN,Y,,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,6062012,2012002,100LLA,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,21,6,0,0,,,,,,,5500,4000,,12/31/11,FAA,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE",,Y-L
09518.*A,AIRPORT,APN,9/20/12,AGL,DET,MI,MICHIGAN,ALPENA,MI,ALPENA,ALPENA COUNTY RGNL,PU,PU,COUNTY OF ALPENA,1617 AIRPORT RD,"ALPENA, MI 49707",    989-354-2907,MS. BILLI MCROBERTS,1617 AIRPORT RD,"ALPENA, MI 49707",    989-354-2907,45-04-41.1000N,162281.1000N,083-33-37.1000W,300817.1000W,E,690,S,07W,1985,1000,LAKE HURON,6,W,3084,ZMP,ZCP,MINNEAPOLIS,,,,N,LAN,LANSING,,1-800-WX-BRIEF,,,,APN,Y,4/1/40,O,I A S 05/1973,NGPY,NO OBJECTION,N,Y,Y,Y,F,F,10182011,,100LLA,MINOR,MINOR,NONE,NONE,,SEE RMK,Y,122.95,121.35,N,CG,Y,,14,6,0,1,,1,,1962,,,3875,143,3810,12/31/10,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","CARGO,CHTR,INSTR,SALES",Y-L
09524.*A,AIRPORT,ARB,9/20/12,AGL,DET,MI,MICHIGAN,WASHTENAW,MI,ANN ARBOR,ANN ARBOR MUNI,PU,PU,ROGER W. FRASER,"100 N, FIFTH AVE","ANN ARBOR, MI 48104",    734-994-2650,MATTHEW KULHANEK,"100 N, FIFTH AVE, P.O. BOX 8647","ANN ARBOR, MI 48107-8647",    734-994-9124,42-13-22.7410N,152002.7410N,083-44-44.1860W,301484.1860W,E,839,E,05W,1985,1000,DETROIT,3,S,837,ZOB,ZCC,CLEVELAND,,,,N,LAN,LANSING,,1-800-WX-BRIEF,,,,ARB,Y,4/1/40,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,10012010,,100LLA,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,Y,123,120.3,Y,CG,,,135,16,0,11,,,1,,,0,35478,21526,,12/31/09,ADAM,,,,,"HGR,TIE","AVNCS,CHTR,INSTR,RNTL,TOW",Y-L
09548.*A,AIRPORT,BTL,9/20/12,AGL,DET,MI,MICHIGAN,CALHOUN,MI,BATTLE CREEK,W K KELLOGG,PU,PU,CITY OF BATTLE CREEK,15551 S AIRPORT RD,"BATTLE CREEK, MI 49015",    269-966-3470,LAWRENCE BOWRON,15551 S AIRPORT RD,"BATTLE CREEK, MI 49015",    269-966-3470,42-18-23.3021N,152303.3021N,085-15-00.3202W,306900.3202W,E,952,S,04W,1985,1000,CHICAGO,3,W,1500,ZAU,ZCG,CHICAGO,,,,N,LAN,LANSING,,1-800-WX-BRIEF,,,,BTL,Y,4/1/40,O,IV A U 11/1974,NGPSY,NO OBJECTION,N,Y,Y,Y,F,F,8012012,,100LLA,MAJOR,MAJOR,HIGH,NONE,SEE RMK,SS-SR,Y,122.95,126.825,N,CG,N,,70,14,6,1,,4,,6,,467,28496,38743,2044,12/31/11,FAA,00:00.0,,,,"HGR,TIE","AFRT,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L
09581.*A,AIRPORT,RQB,9/20/12,AGL,DET,MI,MICHIGAN,MECOSTA,MI,BIG RAPIDS,ROBEN-HOOD,PU,PU,CITY OF BIG RAPIDS,CITY HALL,"BIG RAPIDS, MI 49307",    231-592-4045,MIKE LAFFERTY,21325 18 MILE RD,"BIG RAPIDS, MI 49307",    231-796-5600,43-43-21.5000N,157401.5000N,085-30-14.6000W,307814.6000W,E,989,S,05W,2000,1000,CHICAGO,2,NW,629,ZMP,ZCP,MINNEAPOLIS,,,,N,LAN,LANSING,,1-800-WX-BRIEF,,,,RQB,Y,4/1/40,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,3232010,,100LLA1+,MAJOR,MAJOR,,,,SEE RMK,N,122.8,122.8,Y,CG,N,,12,,,1,,,1,,,,2020,2020,,12/31/09,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE",,Y-L
09749.*A,AIRPORT,DTW,9/20/12,AGL,DET,MI,MICHIGAN,WAYNE,MI,DETROIT,DETROIT METROPOLITAN WAYNE COUNTY,PU,PU,"WAYNE COUNTY, MICHIGAN",L C SMITH TERMINAL MEZZANINE,"DETROIT, MI 48242",    734-942-3550,THOMAS NAUGHTON,L C SMITH TERMINAL MEZZANINE,"DETROIT, MI 48242",    734-942-3550,42-12-44.8000N,151964.8000N,083-21-12.2000W,300072.2000W,E,645,S,06W,1990,1000,DETROIT,15,S,6400,ZOB,ZCC,CLEVELAND,,,,N,LAN,LANSING,,1-800-WX-BRIEF,,,,DTW,Y,4/1/40,O,I E S 05/1973,NGPRY,NO OBJECTION,Y,N,N,Y,F,F,10042011,,100LLA    A+,NONE,NONE,NONE,NONE,,SS-SR,Y,122.95,,N,CG,Y,,1,0,7,0,,,,193557,,249350,0,6861,93,7/31/11,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,CARGO",Y-L
